filepath,filename,label,label_id,width,height,format,color_mode,image_hash
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1006).JPG,Corn_Blight (1006).JPG,Blight,0,256,256,JPEG,RGB,686dfa96f95cceae2eb740033584a1b7d9c76d3d02e47bf5f840e6d1ce6d2d5a
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1007).JPG,Corn_Blight (1007).JPG,Blight,0,256,256,JPEG,RGB,00126ef33b1f603fcf705fe5b3d186f7932d2348fe52aca404752233586a86e7
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1008).JPG,Corn_Blight (1008).JPG,Blight,0,256,256,JPEG,RGB,33552cb755b7947738e3db033320906f2d7602df0f6065865d78fe48b4708bb4
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1009).JPG,Corn_Blight (1009).JPG,Blight,0,256,256,JPEG,RGB,f06317144ac6152473fb5b7e7c14ed4bd96b676ff2d1098a9c22bbe382f36153
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (101).jpg,Corn_Blight (101).jpg,Blight,0,1080,421,JPEG,RGB,512a382527a6282293ce609fbc74cd3f226133cd19203245a2806f9290143cea
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1010).JPG,Corn_Blight (1010).JPG,Blight,0,256,256,JPEG,RGB,8996192fb3c7f5f559705259e28c193cb912fe6d0528789c0b198fefe199b5b8
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1011).jpg,Corn_Blight (1011).jpg,Blight,0,256,256,JPEG,RGB,a2ac13641a46d89f942478c4a980a2682cd2622d2a3f6d7eb8b3eeb2e90dd021
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1012).JPG,Corn_Blight (1012).JPG,Blight,0,256,256,JPEG,RGB,05e1de87057a60d009e24bd596e3f723d0a19d5927213913c3f5aabdb95c762b
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1013).JPG,Corn_Blight (1013).JPG,Blight,0,256,256,JPEG,RGB,8e91149a3d5b94240c36dd2797a413fdecfde57a2aacfd710db256f10d494191
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1014).JPG,Corn_Blight (1014).JPG,Blight,0,256,256,JPEG,RGB,af9fcdb4784a8b00e14c910e5ac505d873aed768cd2ca1c00929a1f51e883d6a
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1015).jpg,Corn_Blight (1015).jpg,Blight,0,256,256,JPEG,RGB,8aba00a02933954a9f189984963b8963581408737769147f34d0527a97338068
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1016).JPG,Corn_Blight (1016).JPG,Blight,0,256,256,JPEG,RGB,fd8a2132908db7c09b05050b398af6af73c304e76e3ece7692c231428697b8a2
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1017).JPG,Corn_Blight (1017).JPG,Blight,0,256,256,JPEG,RGB,9c081ab69d846c0405a61d55f76104ce20e3152abe5c6d40ed70d7371f2ccc79
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1018).jpg,Corn_Blight (1018).jpg,Blight,0,256,256,JPEG,RGB,221b206bf9358ece46f665a007af834cb24c43150d4b6a375be8be1774071fce
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1019).JPG,Corn_Blight (1019).JPG,Blight,0,256,256,JPEG,RGB,c47828bb8d9ef5c28a4f382a56259dceb374c3309bfd5fc1b6d4d787357540e8
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (102).jpg,Corn_Blight (102).jpg,Blight,0,1489,3264,JPEG,RGB,907a9447f7d5944b94ce1f303df6501fc142e40b70f1d7dd904e94a4ea4cb6cf
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1020).JPG,Corn_Blight (1020).JPG,Blight,0,256,256,JPEG,RGB,c57552ee90c86050eed8953aab7c516aa964a63dddfca8ef2189d012b14b8189
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1021).JPG,Corn_Blight (1021).JPG,Blight,0,256,256,JPEG,RGB,61a0d328b7234bb4c8737cea689ecc3a5e4cff388289c28909f5f2b0c8a92037
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1022).JPG,Corn_Blight (1022).JPG,Blight,0,256,256,JPEG,RGB,536fe17524790effb3e866c734666288f114e2d0730919953460cc4399911ceb
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1023).JPG,Corn_Blight (1023).JPG,Blight,0,256,256,JPEG,RGB,fa506b39a803fa47b45cc740098674738002424dbd53a888d4e50e95c97a953e
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1024).JPG,Corn_Blight (1024).JPG,Blight,0,256,256,JPEG,RGB,4fd65de14b28c696822a80fcd3f1df0194bdb06f14873d290d7114ede42245d8
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1025).JPG,Corn_Blight (1025).JPG,Blight,0,256,256,JPEG,RGB,28e343bc7770ab8a6436239257bea0d48464b5aeaed27bc1e2e431036281a1c5
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1026).JPG,Corn_Blight (1026).JPG,Blight,0,256,256,JPEG,RGB,3fada639b121eb24f7db80d496782171af8307f50e7bcd1f4bc69d72aecb90a2
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1027).JPG,Corn_Blight (1027).JPG,Blight,0,256,256,JPEG,RGB,0f741304106b95b0424552023b3787849ced6b211e0206a90ab546c4140faa89
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1028).JPG,Corn_Blight (1028).JPG,Blight,0,256,256,JPEG,RGB,14b832ef64bac058333432c6d721b8ad77d6c6419bd5f96aa37716d9f8d42cdd
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1029).JPG,Corn_Blight (1029).JPG,Blight,0,256,256,JPEG,RGB,d9b760ff530a06ad3064b04417b044a5c640019c61420eec6634107f2a7211e1
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (103).jpg,Corn_Blight (103).jpg,Blight,0,300,339,JPEG,RGB,08a60e38caee87720b49d3dac16ada70414efa7a673edda6538f2db643a899fa
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1030).jpg,Corn_Blight (1030).jpg,Blight,0,256,256,JPEG,RGB,df3fb5dc8968cffda2ffe5affffbc29722510e2d874226ec09c1fc145a70b4b9
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1031).JPG,Corn_Blight (1031).JPG,Blight,0,256,256,JPEG,RGB,073638ae9b808c0a63d8dd9b01576ea6fc0a8b0f94464fdc4be67d8ac7817ee6
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1032).JPG,Corn_Blight (1032).JPG,Blight,0,256,256,JPEG,RGB,ff7cc61c17449f7832a8fa59414b059912ea1abacc88df9153e8b84ba2eecf70
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1033).jpg,Corn_Blight (1033).jpg,Blight,0,256,256,JPEG,RGB,a0d602b97d0a255eb7e37d7ffedcee2292d49f0702a55f04716077c385786b4b
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1034).JPG,Corn_Blight (1034).JPG,Blight,0,256,256,JPEG,RGB,f055dfa3d3acff566af6f472f04a9430d271b8c1dc4d86e58309ca78156b4eba
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1035).JPG,Corn_Blight (1035).JPG,Blight,0,256,256,JPEG,RGB,20e3e5b4c11d4d59a59156f2fc31363848761a0744de19df375826e00d828335
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1036).jpg,Corn_Blight (1036).jpg,Blight,0,256,256,JPEG,RGB,caf796f1d743d5c0d871121200c98f51d6cb8cf646e224ba6bf00049b9e495fd
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1037).JPG,Corn_Blight (1037).JPG,Blight,0,256,256,JPEG,RGB,54cf69a3a4079ec224076878abc4f9683bec7ddc9d2ca6f8fb38fc80a599c8bf
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1038).jpg,Corn_Blight (1038).jpg,Blight,0,256,256,JPEG,RGB,500dfdfef0a45a54ef7c28a6d547da4e17b8336a4702d25e1e9fd7389c44ee31
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1039).jpg,Corn_Blight (1039).jpg,Blight,0,256,256,JPEG,RGB,f42665cbae96edaa3470754a07c8d4dc506aa1baaa8a978f39880780f20e6f35
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (104).jpg,Corn_Blight (104).jpg,Blight,0,400,267,JPEG,RGB,56bd7e600d8e09d7c991f2fbed8810e7beb0f21f3ca18f13af49d9e2ae8c2f10
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1040).jpg,Corn_Blight (1040).jpg,Blight,0,256,256,JPEG,RGB,33348bfda37304ae9f4800a2d3172261d46fb6aa9ede084cfbbd07b19ff77852
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1041).JPG,Corn_Blight (1041).JPG,Blight,0,256,256,JPEG,RGB,fd4dcaa8d80e918725e9baa03ff46975739d672950f13b1d1113de40c9dff981
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1042).jpg,Corn_Blight (1042).jpg,Blight,0,256,256,JPEG,RGB,08d4b7e93bdafcf0e80bbaadcce7ab4cffc362620e07d3fb9b289346a3c78c0b
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1043).JPG,Corn_Blight (1043).JPG,Blight,0,256,256,JPEG,RGB,3d7b91b87f5284dc33bcb34dea5bc501c76fd7769794641d6cba9c993581e675
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1044).JPG,Corn_Blight (1044).JPG,Blight,0,256,256,JPEG,RGB,ae00e375d7e9e82f0ee33fbd7a50b616c157f0369bd5b0a2ef4a05c3d96f42ad
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1045).JPG,Corn_Blight (1045).JPG,Blight,0,256,256,JPEG,RGB,38699164247733496c041b4b92db5ee37072201a902845ecad0f0d177346dd82
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1046).JPG,Corn_Blight (1046).JPG,Blight,0,256,256,JPEG,RGB,3b6e4b35ef99dcdc34aa6d0e71fbd283514798e0a266ea99030ea9833540b3f2
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1047).JPG,Corn_Blight (1047).JPG,Blight,0,256,256,JPEG,RGB,98dcfa70e19ad1b40514ef234cb2660ae0452a38e59212c14c7463197227be6a
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1048).JPG,Corn_Blight (1048).JPG,Blight,0,256,256,JPEG,RGB,39ddd95e275e88c29c9bff1a200846f3bce78b7696e9284a7d0f65167871bd7e
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1049).JPG,Corn_Blight (1049).JPG,Blight,0,256,256,JPEG,RGB,e8dd1a04169948338d3fde26b4bca841c15dab9ed21abbaa0a936652aa90a4b0
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (105).jpg,Corn_Blight (105).jpg,Blight,0,450,612,JPEG,RGB,739cf63fd9b61f36df616875b5647dd35fc4e95a29d82c4ed1779850e0440254
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1050).JPG,Corn_Blight (1050).JPG,Blight,0,256,256,JPEG,RGB,9beae58a7fce4ae8749ce21430cf2983b3e95bff57f14aaffe88427b76c05e69
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1051).JPG,Corn_Blight (1051).JPG,Blight,0,256,256,JPEG,RGB,47528d3dd8355d5f922c199ce6954f26eeb6b1a81991db6372dd516032362170
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1052).JPG,Corn_Blight (1052).JPG,Blight,0,256,256,JPEG,RGB,9efcfd5e38cedd2a7a55a57ca74a6b9e50e6af5be067653aeb01368501811d19
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1053).JPG,Corn_Blight (1053).JPG,Blight,0,256,256,JPEG,RGB,51c8063bbfdfa227fd7aa76767244511572e2de9e90ba2739eae93f16bc3f317
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1054).jpg,Corn_Blight (1054).jpg,Blight,0,256,256,JPEG,RGB,2c738af860fa1bc0c1ac69e41d3e6b36584eb561aefb0f7111d4e69bd19c5aa3
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1055).JPG,Corn_Blight (1055).JPG,Blight,0,256,256,JPEG,RGB,3c3500d84f1d5889fbb7652bf5bb5e677b3a1af329bbba93ba95d0f987b25a4b
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1056).JPG,Corn_Blight (1056).JPG,Blight,0,256,256,JPEG,RGB,83a34dae7e1549cd195ae128e6f1d63fa87b7d0b4ab34360c9d2a73608a19e45
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1057).JPG,Corn_Blight (1057).JPG,Blight,0,256,256,JPEG,RGB,6da2ed3e854bd458ac535bd3aa066be8c8dc4c43540416b7a15d598e04721319
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1058).jpg,Corn_Blight (1058).jpg,Blight,0,256,256,JPEG,RGB,a5e7e66e8682aed698fdd2f4180645986c8afa90c2155b65446ed02d36da15b5
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1059).JPG,Corn_Blight (1059).JPG,Blight,0,256,256,JPEG,RGB,38f26574c16d10285cc2f800841b7c9e5b0daa539d6fbf07fd2a444abce35213
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (106).jpg,Corn_Blight (106).jpg,Blight,0,400,334,JPEG,RGB,75cdc7b72ec6537e4f661d6c097d2188f1dd05dff391f8dcf293df2dcde0755e
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1060).JPG,Corn_Blight (1060).JPG,Blight,0,256,256,JPEG,RGB,42310fec072a95ebf58d436255ad88783200d89d7511b5c8fd341b100824fb8c
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1061).JPG,Corn_Blight (1061).JPG,Blight,0,256,256,JPEG,RGB,dd16a6b189c9237cd4b7bc1615a0d88b2a7e14cfaf660ea6a381d6c090f27323
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1062).JPG,Corn_Blight (1062).JPG,Blight,0,256,256,JPEG,RGB,2ee2e7eac843e9f92b8e05d7b8f51aa4702567089d86314b1070fe1ef538a093
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1063).JPG,Corn_Blight (1063).JPG,Blight,0,256,256,JPEG,RGB,287951c77d89b9abb51a955b145abcf62a58ae749b2fc0ceb06890281f7126cd
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1064).JPG,Corn_Blight (1064).JPG,Blight,0,256,256,JPEG,RGB,ae139e69f128e29ae7f5fdedf3251ebdfa338fb6b36e15b98e4daeb8a896094a
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1065).JPG,Corn_Blight (1065).JPG,Blight,0,256,256,JPEG,RGB,540998dc8c62bdf5971bfc9fce7e69064a65045507d931d69d139d321e793603
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1066).JPG,Corn_Blight (1066).JPG,Blight,0,256,256,JPEG,RGB,0fefaab57eb53fe22fbce421b25781030d37d45d4e4fb41328554bf23f13b5f7
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1067).JPG,Corn_Blight (1067).JPG,Blight,0,256,256,JPEG,RGB,c3e3920d85471836c61fd6274e0c00b42b13bf7bdbf02b7b4ae129231132d0a2
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1068).JPG,Corn_Blight (1068).JPG,Blight,0,256,256,JPEG,RGB,a32462b283176209f411a23399a0065a7adfe41871055680084296a0c050d72a
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1069).JPG,Corn_Blight (1069).JPG,Blight,0,256,256,JPEG,RGB,13358c0828fdfc32779836fd66d3e47e7661db690d32d0cee5cca1cdb6081461
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (107).jpg,Corn_Blight (107).jpg,Blight,0,340,255,JPEG,RGB,a7b294af0249da0ec073fa6cc85b8977a04001cd841985bc91fa2bcb9fb24222
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1070).JPG,Corn_Blight (1070).JPG,Blight,0,256,256,JPEG,RGB,585feaa2ae93d66a3ce67f0e8c90404f00cdcadbe437be7ec523c6028852b480
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1071).JPG,Corn_Blight (1071).JPG,Blight,0,256,256,JPEG,RGB,138012a1b05609a93b281a6445db41ae6587e6f8ab8101b1bb1225e100d0813e
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1072).JPG,Corn_Blight (1072).JPG,Blight,0,256,256,JPEG,RGB,aac80dc2dc2016415baa115ae465871a5f00ae8ea05e986928df0236f01a2d1f
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1073).jpg,Corn_Blight (1073).jpg,Blight,0,256,256,JPEG,RGB,231b9cdf7e0b95b55877b4abb319747ccaa4e4bb13051bcdf066c0daac9fb622
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1074).JPG,Corn_Blight (1074).JPG,Blight,0,256,256,JPEG,RGB,1d1ee169e60efad368df3effae416698d48fca49241c5b0cf4a60a4f6412b8bf
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1075).JPG,Corn_Blight (1075).JPG,Blight,0,256,256,JPEG,RGB,9cc9ad50d27cd2a7278c071032ab2f803d5e5227837932c5727d966e489f4713
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1076).jpg,Corn_Blight (1076).jpg,Blight,0,256,256,JPEG,RGB,765981a5ad69dd99a6840c54d8189811015da89902b9d6a97227d0458f1679a4
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1077).JPG,Corn_Blight (1077).JPG,Blight,0,256,256,JPEG,RGB,4bb00d78d78418d80b682a63bcc1bbdb83eec7538aa456c0efa51ac8335d278f
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1078).JPG,Corn_Blight (1078).JPG,Blight,0,256,256,JPEG,RGB,29c325bdd31501670374775619036910cf914b9da9a33426bdf3e0d347d98757
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1079).JPG,Corn_Blight (1079).JPG,Blight,0,256,256,JPEG,RGB,d30cb6d476631605591317f21601eef73338127026cadfd4fbdb3b9704fd8547
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (108).jpg,Corn_Blight (108).jpg,Blight,0,618,463,JPEG,RGB,97afcda2508a7ac77f7eb26f4c495e58444b37e88a7a14d3f2ac981f94cffac1
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1080).JPG,Corn_Blight (1080).JPG,Blight,0,256,256,JPEG,RGB,04abbfeb39f6b0a1e89b6ba9598261a1e59b5636a4a9165a1d7f281d2efd77ed
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1081).jpg,Corn_Blight (1081).jpg,Blight,0,256,256,JPEG,RGB,13b523b2751924979f84b9088b2bace72879b593245416ee485c59ef201b560b
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1082).jpg,Corn_Blight (1082).jpg,Blight,0,256,256,JPEG,RGB,1c1ecccd7fe6afad1d4d375c3e84bfee39fc94327ce5fd7bd5e62ab23d79be39
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1083).JPG,Corn_Blight (1083).JPG,Blight,0,256,256,JPEG,RGB,465c312ed3fb5fe30e23b70df644d1e2061daf3c02028ae9ecff7ef090a14d50
C:\Users\admin\Downloads\Capstone Project\corn_pathology_ai-main\corn_pathology_ai-main\data\Blight\Corn_Blight (1084).JPG,Corn_Blight (1084).JPG,Blight,0,256,256,JPEG,RGB,94bf3f28cb136a33c23e2857055df350a3fee2990cd2157c26d73f2184dd5f58
